category,dataset,split,image,error
english,ICDAR2017cBAD_Complex,test,000085,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000523,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000515,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000269,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000180,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000947,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000788,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000850,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000902,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000455,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000667,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000637,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000169,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000067,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000617,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000321,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000204,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000172,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000677,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000087,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000639,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000280,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000583,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000715,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000731,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000815,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000326,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000114,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000055,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000373,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000482,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000240,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000253,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000620,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000934,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000232,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000382,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000275,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000989,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000147,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000247,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000213,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000207,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001000,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000160,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000743,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000064,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000159,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000704,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000333,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000878,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000446,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000221,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000007,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000306,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000861,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000709,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000089,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000276,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000608,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000407,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000119,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000357,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000009,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000952,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000830,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000895,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000599,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000441,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000421,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000969,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000125,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000917,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000832,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000853,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000036,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000246,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000244,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000758,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000689,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000866,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000996,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000226,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000649,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000734,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000644,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000609,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000444,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000929,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000690,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000763,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000805,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000453,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000338,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000164,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000073,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000723,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000527,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000456,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000193,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000176,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001008,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000822,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000771,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000231,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000302,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000336,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000341,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000283,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000404,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000880,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000775,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000106,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000309,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000916,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000647,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000084,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000582,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000155,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000166,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000786,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000317,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000538,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000195,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000136,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000750,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000556,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000477,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000471,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000827,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000973,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000325,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000410,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000977,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000124,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000898,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000037,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000022,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000227,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000867,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000793,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000804,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000918,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000097,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000530,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000183,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000852,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000755,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000970,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000028,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000813,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000046,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000296,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000555,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000189,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000044,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000612,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000368,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000057,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000045,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000803,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000691,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000392,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000833,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000295,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000863,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000351,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000661,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000569,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000652,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000342,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000632,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000144,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000657,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000006,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000273,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000799,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000224,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000545,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000128,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000696,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000272,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000591,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000669,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000163,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000432,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000418,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000574,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000524,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000069,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000682,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000223,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000237,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000440,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000711,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000462,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000784,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000171,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000636,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000972,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000557,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000052,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000684,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000936,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000751,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000586,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000501,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000942,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000596,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000594,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000597,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000650,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000712,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000626,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000429,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000576,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000629,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000621,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000726,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000565,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000638,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000730,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000676,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000076,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000598,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000602,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000580,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000573,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000625,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000570,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000604,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000024,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000443,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000567,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000578,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000571,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000719,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000577,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000634,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000554,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000654,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000606,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000581,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000742,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000688,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000607,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000133,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000572,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000639,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000583,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000620,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000609,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000556,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000555,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000569,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,train,000574,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,000790,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001109,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001155,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001279,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001137,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001227,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001150,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001472,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001285,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001234,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001169,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001128,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001282,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001159,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001133,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001168,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001186,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001249,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001225,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001144,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001284,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001156,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001175,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001187,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001479,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001184,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001305,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001327,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001319,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001505,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001139,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001273,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001443,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001224,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,000196,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001182,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001354,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001108,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001331,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001214,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001261,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001487,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001480,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001403,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,000890,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,000093,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,000858,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001269,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001160,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001316,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001475,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001266,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,000791,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001477,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001398,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001262,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2019cBAD,test,001306,"FileNotFoundError(2, 'No such file or directory')"
